name,ra,dec,trigger_time,t90,fluence,trigger_name
GRB220823145,82.94,2.44,59814.14505,1.088,2.1966E-07,bn220823145
GRB210929821,262.95,2.44,59486.82109,10.752,3.6173E-07,bn210929821
GRB110726211,317.71,2.47,55768.21111,29.953,4.3614E-06,bn110726211
GRB101003244,175.85,2.49,55472.24384,9.984,2.2312E-06,bn101003244
GRB201007123,296.95,2.56,59129.12266,195.332,0.000021519,bn201007123
GRB091227294,296.94,2.6,55192.2939,21.888,6.8894E-06,bn091227294
GRB240824549,17.835,2.62,60546.5495,1.472,2.4384E-07,bn240824549
GRB220810969,309.35,2.66,59801.96924,8.960,6.7868E-06,bn220810969
GRB180718082,336.019,2.79,58317.08177,0.080,8.5834E-08,bn180718082
GRB130929375,200.93,2.8,56564.37515,2.304,3.2263E-07,bn130929375
GRB130117087,341.24,2.81,56309.08694,78.848,2.8491E-06,bn130117087
GRB160314473,161.99,2.83,57461.47321,1.664,1.3226E-07,bn160314473
GRB180111815,177.17,2.9,58129.81528,19.200,1.7352E-06,bn180111815
GRB220129873,244.35,2.9,59608.87327,2.048,2.6005E-07,bn220129873
GRB110302043,122.35,2.91,55622.04296,38.336,3.7301E-06,bn110302043
GRB150412507,186.79,2.91,57124.50737,0.576,1.2957E-07,bn150412507
GRB100616773,342.91,3.09,55363.7726,0.192,2.7583E-07,bn100616773
GRB090331681,210.5,3.1,54921.68079,0.832,3.4457E-07,bn090331681
GRB140113183,75.63,3.18,56670.18328,68.864,2.6523E-06,bn140113183
GRB080829790,221.9,3.2,54707.79,7.680,0.000002525,bn080829790
GRB180728575,222.35,3.26,58327.57526,6.144,1.3343E-06,bn180728575
GRB200404706,61.93,3.27,58943.70628,26.624,3.8916E-06,bn200404706
GRB190502168,94.18,3.29,58605.16771,11.776,2.2123E-06,bn190502168
GRB091231540,241.26,3.29,55196.54015,15.616,7.0907E-07,bn091231540
GRB150215026,305.62,3.38,57068.026,0.512,2.1519E-07,bn150215026
GRB111127810,103.7,3.5,55892.81044,19.008,8.6427E-06,bn111127810
GRB170918139,36.56,3.52,58014.13915,0.128,8.8478E-08,bn170918139
GRB210531500,135.79,3.52,59365.50002,20.480,0.000068924,bn210531500
GRB090908314,282.25,3.54,55082.3138,71.937,3.8184E-06,bn090908314
GRB160822672,272.129,3.584,57622.67199,0.040,2.9504E-06,bn160822672
GRB170810918,187.939,3.6603,57975.91784,136.960,7.1261E-06,bn170810918
GRB150724782,351.92,3.67,57227.78169,37.889,0.000028004,bn150724782
GRB100223110,104.5,3.7,55250.10983,0.256,1.4986E-06,bn100223110
GRB180127879,258.96,3.74,58145.87913,17.664,0.00000143,bn180127879
GRB130504978,91.6305,3.8339,56416.97844,73.217,0.00012872,bn130504978
GRB111226795,21.5,3.87,55921.79512,74.753,0.000011451,bn111226795
GRB230114708,236.31,3.88,59958.7078,23.293,0.000004729,bn230114708
GRB140610689,286.26,3.907,56818.68853,134.144,0.000013801,bn140610689
GRB231206789,41.87,3.91,60284.78932,2.816,5.8151E-07,bn231206789
GRB141207800,159.99,3.91,56998.79955,20.992,0.000034197,bn141207800
GRB100503554,147.48,3.96,55319.55421,139.779,0.000016959,bn100503554
GRB200710036,77.88,3.98,59040.03619,0.288,8.4878E-08,bn200710036
GRB190915240,48.33,3.99,58741.23956,13.824,2.7288E-06,bn190915240
GRB220522110,32.57,4.03,59721.11042,5.824,1.0277E-06,bn220522110
GRB101208203,212.4,4.04,55538.20344,0.192,3.0979E-07,bn101208203
GRB181120265,20.38,4.17,58442.2648,17.374,3.5477E-06,bn181120265
GRB130906222,194.11,4.2,56541.22188,11.264,6.2735E-07,bn130906222
GRB150527283,288.96,4.2013,57169.28274,20.736,2.6008E-06,bn150527283
GRB220915022,135.68,4.28,59837.02199,43.777,4.8922E-06,bn220915022
GRB140516700,115.16,4.29,56793.69975,38.144,2.6435E-06,bn140516700
GRB120603439,198.794,4.326,56081.439,0.384,6.7886E-07,bn120603439
GRB140824548,55.63,4.35,56893.54776,4.096,2.6866E-06,bn140824548
GRB100517243,10.44,4.43,55333.24296,29.633,2.6941E-06,bn100517243
GRB211217295,8.88,4.45,59565.2948,4.096,1.2778E-06,bn211217295
GRB081012045,69.7,4.5,54751.0454,1.216,2.2896E-07,bn081012045
GRB090904581,261.65,4.56,55078.58145,38.401,1.6367E-06,bn090904581
GRB080730520,245.4,4.6,54677.52032,17.408,4.8707E-06,bn080730520
GRB111124308,94.06,4.63,55889.30845,8.960,6.2632E-07,bn111124308
GRB200714437,208.56,4.72,59044.43664,152.576,6.9707E-06,bn200714437
GRB210207603,137.97,4.73,59252.60277,11.008,1.8115E-06,bn210207603
GRB150510139,16.16,4.79,57152.13882,51.904,0.000098625,bn150510139
GRB190605974,337.24,4.79,58639.97392,3.584,9.6376E-07,bn190605974
GRB091220442,166.77,4.81,55185.44225,18.368,5.8327E-06,bn091220442
GRB131230808,73.05,4.84,56656.80845,49.152,4.1066E-06,bn131230808
GRB120415891,190.69,4.91,56032.89145,0.960,1.3047E-07,bn120415891
GRB130626596,24.89,4.93,56469.59551,28.160,4.8195E-06,bn130626596
GRB220903125,147.05,4.94,59825.12545,6.400,1.2175E-06,bn220903125
GRB110729142,353.39,4.97,55771.14243,408.582,0.000046399,bn110729142
GRB120111051,95.34,5,55937.05101,76.801,3.9676E-06,bn120111051
GRB110722694,215.06,5,55764.69394,73.473,0.00002114,bn110722694
GRB180506077,249.38,5.08,58244.07668,44.033,8.3008E-06,bn180506077
GRB090411991,38.5,5.1,54932.99149,14.336,6.2129E-06,bn090411991
GRB200306934,349.53,5.1,58914.93432,0.992,9.2539E-08,bn200306934
GRB080808565,33.6,5.4,54686.56514,17.728,3.9656E-06,bn080808565
GRB100719989,113.3,5.4,55396.98894,21.824,0.000051938,bn100719989
GRB200615250,48.07,5.43,59015.25006,49.664,1.7629E-06,bn200615250
GRB240612503,316.39,5.43,60473.50311,123.394,6.0215E-06,bn240612503
GRB190728271,356.69,5.43,58692.27126,0.832,3.2273E-07,bn190728271
GRB191129141,8.93,5.44,58816.14059,19.968,0.00001154,bn191129141
GRB190525032,338.02,5.45,58628.0318,0.896,8.2689E-07,bn190525032
GRB110626448,131.91,5.56,55738.44785,6.400,1.1628E-06,bn110626448
GRB140406120,357.55,5.63,56753.1196,109.312,0.000011454,bn140406120
GRB211221867,75.33,5.67,59569.86714,14.592,9.5941E-07,bn211221867
GRB190202634,113.94,5.73,58516.63418,17.152,0.000001531,bn190202634
GRB150729517,219.22,5.75,57232.51677,35.585,0.000016619,bn150729517
GRB120213606,183.49,5.76,55970.60607,13.824,0.000002678,bn120213606
GRB160728337,337.04,5.77,57597.33696,18.688,9.5055E-07,bn160728337
GRB100423244,119.67,5.78,55309.24405,16.512,0.000007918,bn100423244
GRB111216389,185.99,5.83,55911.38925,81.921,0.000044067,bn111216389
GRB140402007,207.592,5.971,56749.00703,0.320,2.8428E-07,bn140402007
GRB110119931,348.558,5.9874,55580.93125,205.828,0.000010109,bn110119931
GRB130829672,258.51,6,56533.67223,6.656,3.6751E-06,bn130829672
GRB100919884,163.24,6.02,55458.88352,49.601,5.7601E-06,bn100919884
GRB160220868,326.89,6.05,57438.8682,22.528,1.2136E-06,bn160220868
GRB130628860,312.83,6.1,56471.85974,0.512,1.0293E-06,bn130628860
GRB110706202,100.08,6.14,55748.20213,12.032,3.2689E-06,bn110706202
GRB191031025,233.47,6.144,58787.02541,200.196,4.3239E-06,bn191031025
GRB160731024,118.71,6.15,57600.02439,28.672,2.8821E-06,bn160731024
GRB191023630,295.26,6.18,58779.62982,172.547,0.000017531,bn191023630
GRB090429753,125.21,6.2,54950.75275,0.640,1.1183E-06,bn090429753
GRB110517573,190.15,6.29,55698.57277,23.040,8.7397E-06,bn110517573
GRB170318644,284.306,6.2987,57830.64436,4.096,5.0807E-07,bn170318644
GRB161229878,81.03,6.31,57751.87765,33.537,0.000038227,bn161229878
GRB140610548,121.72,6.32,56818.54799,36.865,0.000018429,bn140610548
GRB200703970,148.5,6.32,59033.96993,32.513,0.000017686,bn200703970
GRB120806007,308.99,6.33,56145.00705,26.624,4.9018E-06,bn120806007
GRB121122870,355.45,6.34,56253.87001,125.439,9.0704E-06,bn121122870
GRB170818137,297.22,6.35,57983.13704,0.576,2.892E-07,bn170818137
GRB160827616,129.06,6.38,57627.6156,6.400,6.3631E-07,bn160827616
GRB160102500,223.77,6.38,57389.49957,25.344,2.2959E-06,bn160102500
GRB170302876,11.95,6.41,57814.87586,89.856,4.0376E-06,bn170302876
GRB160107931,299.67,6.413,57394.93104,113.922,0.000027302,bn160107931
GRB120528442,295.13,6.5,56075.44167,16.384,3.7919E-06,bn120528442
GRB230811385,139.07,6.51,60167.385,9.728,1.6456E-06,bn230811385
GRB150923995,92.28,6.53,57288.99505,17.152,8.3327E-07,bn150923995
GRB210324809,173.52,6.55,59297.8091,4.864,5.6276E-07,bn210324809
GRB210715866,322.3,6.6,59410.86563,0.384,6.0801E-07,bn210715866
GRB170726794,297.78,6.62,57960.79375,78.080,7.6782E-06,bn170726794
GRB190321363,315.7,6.62,58563.36289,55.809,6.5899E-06,bn190321363
GRB200219413,299.13,6.65,58898.41267,9.984,2.8194E-06,bn200219413
GRB160527080,218.43,6.68,57535.08029,25.344,1.6598E-06,bn160527080
GRB190719499,98.61,6.7,58683.49851,54.529,4.0315E-06,bn190719499
GRB221013029,246.25,6.71,59865.0294,35.069,2.8142E-06,bn221013029
GRB190106866,345.62,6.71,58489.86609,11.773,0.000015272,bn190106866
GRB110625881,286.73,6.755,55737.88077,26.881,0.000065479,bn110625881
GRB130217688,96.72,6.8,56340.68842,14.848,1.1003E-06,bn130217688
GRB151229486,346.49,6.91,57385.48619,0.160,1.4629E-07,bn151229486
GRB160625945,308.597,6.9196,57564.94463,453.385,0.00064256,bn160625945
GRB140818229,199.563,6.9225,56887.22927,109.250,0.000029501,bn140818229
GRB150203173,98.3993,6.9532,57056.17303,25.600,1.8639E-06,bn150203173
GRB180401280,126.66,6.97,58209.27967,33.792,5.3859E-06,bn180401280
GRB100924165,0.672,7.004,55463.16537,9.024,3.3297E-06,bn100924165
GRB120412920,38.91,7.06,56029.91991,101.182,7.0289E-06,bn120412920
GRB110706977,347.47,7.11,55748.97698,33.217,6.5541E-06,bn110706977
GRB200920831,158.01,7.12,59112.83125,0.384,0.000001403,bn200920831
GRB230408442,277.06,7.15,60042.44151,4.544,4.7259E-07,bn230408442
GRB120624309,4.773,7.167,56102.30863,0.640,0.00000514,bn120624309
GRB170916700,98.43,7.17,58012.69967,5.120,1.0134E-06,bn170916700
GRB170912985,83.57,7.2,58008.98487,0.480,1.4207E-07,bn170912985
GRB140219824,158.2,7.2,56707.82398,77.056,2.8449E-06,bn140219824
GRB180618724,317.19,7.21,58287.72368,130.050,0.000018649,bn180618724
GRB090807832,326.9,7.23,55050.83193,17.920,1.3418E-06,bn090807832
GRB191117637,157.417,7.2333,58804.63725,1.280,4.8102E-07,bn191117637
GRB111105457,153.48,7.28,55870.45667,43.264,1.9857E-06,bn111105457
GRB161214722,3.85,7.342,57736.72235,22.528,3.1127E-06,bn161214722
GRB080818945,98.1,7.4,54696.94501,13.376,1.7392E-06,bn080818945
GRB180610568,287.78,7.43,58279.56837,8.448,1.1805E-06,bn180610568
GRB161014522,332.648,7.4686,57675.52171,36.609,6.0981E-06,bn161014522
GRB200301320,320.14,7.5,58909.31998,18.176,0.000010224,bn200301320
GRB240710717,285.28,7.53,60501.71652,20.224,0.000001989,bn240710717
GRB150506398,176.25,7.56,57148.39847,6.784,3.5555E-06,bn150506398
GRB081216531,129.2,7.6,54816.53056,0.768,2.9851E-06,bn081216531
GRB110102788,245.882,7.616,55563.78792,253.956,0.000037249,bn110102788
GRB150721242,334.14,7.76,57224.24246,18.432,0.00001594,bn150721242
GRB210524473,148.46,7.79,59358.47262,31.168,1.8246E-06,bn210524473
GRB210927031,236.37,7.8,59484.03053,1.088,1.6839E-07,bn210927031
GRB161007009,129.61,7.81,57668.00928,30.720,1.1235E-06,bn161007009
GRB101127093,290.31,7.89,55527.09304,29.440,6.9608E-07,bn101127093
GRB151228949,344.424,8.0817,57384.94945,28.672,0.000003781,bn151228949
GRB210813038,14.96,8.1,59439.03777,82.433,0.000014038,bn210813038
GRB130318456,200.74,8.12,56369.45592,121.088,0.000003198,bn130318456
GRB160928825,130.39,8.14,57659.82504,6.141,5.4354E-06,bn160928825
GRB131110373,9.81,8.16,56606.37293,27.328,3.2678E-06,bn131110373
GRB160825799,329.54,8.16,57625.79918,6.144,2.0279E-06,bn160825799
GRB150326521,345.39,8.19,57107.52132,5.888,4.6905E-07,bn150326521
GRB141221338,198.286,8.2054,57012.33832,23.808,4.0682E-06,bn141221338
GRB180208764,196.56,8.24,58157.76447,17.408,1.3225E-06,bn180208764
GRB210430904,348.21,8.34,59334.90437,37.120,1.5983E-06,bn210430904
GRB080714086,41.9,8.5,54661.08625,5.376,6.7648E-07,bn080714086
GRB120227391,84.76,8.5,55984.39081,19.712,0.000003742,bn120227391
GRB240511754,336.676,8.5132,60441.7544,94.978,0.00001696,bn240511754
GRB161112496,278.82,8.58,57704.49618,71.422,3.6138E-06,bn161112496
GRB121211695,72.37,8.63,56272.69517,8.960,1.3395E-06,bn121211695
GRB150619287,219.69,8.64,57192.28688,57.089,0.000016289,bn150619287
GRB100414097,192.112,8.6917,55300.09748,26.497,0.000088469,bn100414097
GRB110529262,172.6,8.79,55710.26228,45.825,6.7793E-06,bn110529262
GRB090206620,156.2,8.8,54868.61993,0.320,7.1522E-07,bn090206620
GRB080920268,121.6,8.9,54729.26793,113.921,1.8684E-06,bn080920268
GRB080725541,354.8,8.9,54672.54125,0.960,4.9216E-07,bn080725541
GRB120624933,170.94,8.93,56102.93327,271.364,0.00019164,bn120624933
GRB220219473,41.57,8.96,59629.47331,79.618,0.000029797,bn220219473
GRB171208733,125.49,9.05,58095.73321,2.624,8.4938E-07,bn171208733
GRB110415541,213.82,9.05,55666.54124,166.146,4.7235E-06,bn110415541
GRB190910028,229.5,9.07,58736.02752,9.216,1.5326E-06,bn190910028
GRB180511437,257.78,9.07,58249.43741,1.984,7.6532E-07,bn180511437
GRB091202219,13.86,9.08,55167.21924,118.274,7.0864E-06,bn091202219
GRB201214672,187.971,9.1031,59197.67207,0.448,9.5388E-08,bn201214672
GRB240610002,294.42,9.19,60471.0023,47.361,6.8039E-06,bn240610002
GRB170607971,7.343,9.238,57911.97083,20.928,9.4084E-06,bn170607971
GRB210711432,342.69,9.29,59406.43188,1.600,1.256E-07,bn210711432
GRB150208573,176.94,9.34,57061.57259,6.912,4.0017E-07,bn150208573
GRB160223072,147.584,9.373,57441.07248,117.762,8.9425E-06,bn160223072
GRB190202069,166.053,9.3779,58516.06905,18.432,0.000017824,bn190202069
GRB220804089,159.41,9.38,59795.08927,12.032,8.6991E-07,bn220804089
GRB100522157,6.9867,9.4023,55338.15686,35.326,3.8629E-06,bn100522157
GRB120130906,64.96,9.48,55956.90618,3.584,5.248E-07,bn120130906
GRB200227306,56.433,9.4826,58906.30566,24.320,0.000011262,bn200227306
GRB090301315,352.8,9.5,54891.31502,23.296,2.2682E-06,bn090301315
GRB170307851,13.535,9.537,57819.8509,28.416,1.4392E-06,bn170307851
GRB120716712,313.051,9.5985,56124.71185,226.048,0.000012651,bn120716712
GRB101112984,100.1,9.62,55512.98398,82.944,8.5721E-06,bn101112984
GRB131108862,156.501,9.6623,56604.86245,18.176,0.000035676,bn131108862
GRB090703329,0.77,9.68,55015.3292,8.960,8.4599E-07,bn090703329
GRB120302722,24.09,9.71,55988.72221,1.600,1.1869E-07,bn120302722
GRB230312812,329.15,9.72,60015.8122,11.264,1.1908E-06,bn230312812
GRB170329387,356.6,9.8,57841.38689,33.536,0.000011071,bn170329387
GRB200706633,123.01,9.84,59036.63343,17.152,1.2211E-06,bn200706633
GRB180423033,208.68,9.84,58231.03268,54.784,3.1845E-06,bn180423033
GRB100417789,295.81,9.84,55303.78866,52.545,1.3622E-06,bn100417789
GRB080715950,214.7,9.9,54662.95046,7.872,5.0402E-06,bn080715950
GRB160804065,221.63,9.9989,57604.06546,131.586,0.000016155,bn160804065
GRB101211485,31.84,10.06,55541.48466,13.568,1.6339E-06,bn101211485
GRB210306397,331.848,10.175,59279.39739,15.104,1.4323E-06,bn210306397
GRB120224898,331.06,10.18,55981.898,29.184,0.000002599,bn120224898
GRB240821775,354.23,10.18,60543.77503,1.728,4.1938E-06,bn240821775
GRB230830792,315.13,10.2,60186.79247,20.992,0.000002074,bn230830792
GRB190323879,34.71,10.26,58565.8787,38.401,0.000041107,bn190323879
GRB230614424,229.21,10.3,60109.42397,6.080,0.000020123,bn230614424
GRB231210553,137.91,10.34,60288.55267,79.616,2.3635E-06,bn231210553
GRB220521972,275.197,10.384,59720.97247,13.568,9.1851E-07,bn220521972
GRB130702951,292.16,10.39,56475.95069,16.384,7.5282E-07,bn130702951
GRB110926107,69.44,10.43,55830.10667,75.265,0.000011975,bn110926107
GRB200219998,262.67,10.45,58898.99804,21.632,0.000017464,bn200219998
GRB200824594,117.68,10.47,59085.5942,3.584,5.6679E-07,bn200824594
GRB160806584,274.477,10.607,57606.58401,1.664,1.6466E-06,bn160806584
GRB130623699,284.68,10.67,56466.69889,7.680,7.0385E-07,bn130623699
GRB120420858,109.26,10.76,56037.85779,254.913,0.000043252,bn120420858
GRB140720280,141.35,10.76,56858.28036,9.984,1.8842E-06,bn140720280
GRB130307238,319.52,10.77,56358.23772,63.488,3.9719E-06,bn130307238
GRB231124360,237.48,10.86,60272.35986,22.017,0.000012383,bn231124360
GRB151001628,233.73,10.967,57296.62804,23.552,2.6718E-06,bn151001628
GRB141208038,239.16,10.97,56999.03823,14.336,1.7739E-06,bn141208038
GRB220115709,101.86,10.99,59594.70865,25.345,2.8011E-06,bn220115709
GRB221025040,133.4,11,59877.04049,0.448,1.6136E-06,bn221025040
GRB170124528,10.85,11.02,57777.52811,0.448,1.2704E-07,bn170124528
GRB161005977,239.36,11.1,57666.97689,19.456,1.2365E-06,bn161005977
GRB210824174,232.105,11.1521,59450.17365,40.192,3.1454E-06,bn210824174
GRB140723499,24.63,11.19,56861.49866,45.056,0.00002346,bn140723499
GRB210601724,275.16,11.25,59366.72377,0.960,2.094E-07,bn210601724
GRB130515755,146.77,11.26,56427.75476,2.560,6.8027E-07,bn130515755
GRB220417578,107.72,11.28,59686.57819,16.896,3.9062E-07,bn220417578
GRB091103912,170.6,11.3,55138.9124,13.568,5.6047E-06,bn091103912
GRB160104475,76.7965,11.3239,57391.47515,8.704,4.8186E-07,bn160104475
GRB150131335,16.12,11.36,57053.33545,8.192,1.4525E-06,bn150131335
GRB151219567,351.19,11.37,57375.56693,62.720,4.7949E-06,bn151219567
GRB130624093,337.32,11.45,56467.09301,13.824,5.1927E-07,bn130624093
GRB240612511,328.76,11.47,60473.51132,79.362,4.3809E-06,bn240612511
GRB110601681,310.71,11.48,55713.68074,52.206,0.000012371,bn110601681
GRB090428552,0.8,11.5,54949.55221,31.488,5.6027E-06,bn090428552
GRB160113398,187.26,11.53,57400.39758,24.576,0.000032654,bn160113398
GRB180205184,126.821,11.5419,58154.18432,15.360,2.0606E-06,bn180205184
GRB220905433,252.35,11.55,59827.43319,144.640,2.1458E-06,bn220905433
GRB230608468,297.63,11.57,60103.46774,15.872,8.5521E-07,bn230608468
GRB141230834,181.47,11.65,57021.83363,28.928,3.1557E-06,bn141230834
GRB100313509,186.37,11.72,55268.50853,34.048,0.000002536,bn100313509
GRB110531448,190.51,11.85,55712.44804,38.656,2.2947E-06,bn110531448
GRB171022885,217.06,11.91,58048.88496,13.278,8.0435E-06,bn171022885
GRB091201089,27.84,11.94,55166.08858,12.992,9.429E-07,bn091201089
GRB140112060,8.44,11.99,56669.06026,12.032,1.5961E-06,bn140112060
GRB190324348,81.03,12.02,58566.34803,52.225,0.000027698,bn190324348
GRB170110967,49.62,12.05,57763.96726,34.048,1.2674E-06,bn170110967
GRB170305256,38.66,12.09,57817.25633,0.448,1.0916E-06,bn170305256
GRB091005679,43.14,12.12,55109.67883,6.976,0.000001405,bn091005679
GRB130219626,211.6,12.22,56342.62586,1.536,2.0271E-07,bn130219626
GRB210420215,253.39,12.25,59324.21492,29.440,5.1153E-07,bn210420215
GRB230628849,175.02,12.29,60123.84898,19.200,0.000023635,bn230628849
GRB210929154,317.8,12.34,59486.15393,1.920,1.5298E-07,bn210929154
GRB150210935,112.85,12.36,57063.935,31.294,0.000022199,bn150210935
GRB180620354,144.42,12.38,58289.35374,98.050,6.5426E-06,bn180620354
GRB181111654,93.09,12.42,58433.65434,15.104,4.5172E-06,bn181111654
GRB191108003,239.84,12.42,58795.00321,125.699,0.000011045,bn191108003
GRB210619532,73.88,12.49,59384.53176,1.280,3.2839E-06,bn210619532
GRB130606316,339.37,12.49,56449.31632,24.128,9.3619E-06,bn130606316
GRB161009651,111.83,12.55,57670.65147,92.160,6.0674E-06,bn161009651
GRB180404848,101.66,12.56,58212.84759,0.544,2.2967E-07,bn180404848
GRB170120471,262.83,12.57,57773.4712,28.928,3.3067E-06,bn170120471
GRB120608777,313.26,12.64,56086.77677,24.832,3.1743E-06,bn120608777
GRB210204270,116.12,12.7,59249.27044,206.852,0.000075698,bn210204270
GRB200215611,34.122,12.781,58894.61079,24.320,2.2666E-06,bn200215611
GRB180410336,95.957,12.811,58218.33574,102.402,2.7022E-06,bn180410336
GRB141004973,76.75,12.824,56934.97285,2.560,1.1787E-06,bn141004973
GRB170816599,350.841,12.853,57981.59935,1.600,3.5294E-06,bn170816599
GRB190619018,349.31,12.86,58653.01808,177.920,6.7937E-06,bn190619018
GRB180905400,293.87,12.9,58366.40011,7.168,8.2933E-07,bn180905400
GRB180721642,235.15,12.92,58320.64245,0.064,4.3443E-08,bn180721642
GRB190719624,240.21,12.977,58683.62401,175.620,7.1179E-06,bn190719624
GRB120609580,67.32,13,56087.57958,1.792,4.1964E-07,bn120609580
GRB100713980,82.06,13,55390.98025,7.616,3.0466E-06,bn100713980
GRB160125368,76.78,13.01,57412.36772,16.896,1.2112E-06,bn160125368
GRB100905907,262.65,13.08,55444.90721,11.520,1.8542E-06,bn100905907
GRB171230048,246.73,13.09,58117.04848,9.984,0.00000849,bn171230048
GRB220514517,147.667,13.147,59713.51704,66.305,0.000021745,bn220514517
GRB100206563,47.1617,13.1579,55233.56256,0.176,7.5657E-07,bn100206563
GRB181228120,49.8121,13.2021,58480.12031,17.664,0.000021246,bn181228120
GRB180222239,54.96,13.22,58171.23892,50.689,6.6307E-06,bn180222239
GRB231101099,137.06,13.26,60249.0995,9.216,4.2679E-07,bn231101099
GRB230728560,354.28,13.29,60153.56027,131.587,5.0212E-06,bn230728560
GRB210706346,312.012,13.3079,59401.34572,7.232,3.9544E-06,bn210706346
GRB091123081,337.82,13.35,55158.08055,15.552,2.1305E-06,bn091123081
GRB130215063,43.48,13.37,56338.0635,143.746,0.000018583,bn130215063
GRB220520876,182.21,13.5,59719.87613,1.280,2.1076E-07,bn220520876
GRB110412315,133.492,13.517,55663.315,20.733,0.000002554,bn110412315
GRB150901924,16.34,13.52,57266.92413,0.256,1.5455E-07,bn150901924
GRB140821997,174.72,13.53,56890.99726,32.513,0.000055145,bn140821997
GRB140406144,70.1,13.54,56753.14361,37.120,2.3492E-06,bn140406144
GRB140517813,127.75,13.57,56794.8134,18.941,4.7321E-06,bn140517813
GRB220530465,159.38,13.57,59729.46526,8.960,7.4287E-07,bn220530465
GRB161012416,0.27,13.58,57673.41554,44.288,1.5811E-06,bn161012416
GRB120512112,325.558,13.636,56059.11232,18.176,0.000012404,bn120512112
GRB160216801,129.45,13.7,57434.80063,7.677,9.9001E-06,bn160216801
GRB170501467,97.01,13.71,57874.46659,47.360,5.3927E-06,bn170501467
GRB210424778,8.98,13.72,59328.77791,43.776,9.1155E-07,bn210424778
GRB100612545,63.53,13.74,55359.5447,0.576,2.2371E-06,bn100612545
GRB090530760,73.2,13.8,54981.76001,157.699,0.000061037,bn090530760
GRB170121133,241.99,13.81,57774.13255,1.600,3.7107E-07,bn170121133
GRB140414693,45.68,13.82,56761.69349,25.600,5.9855E-06,bn140414693
GRB130912358,47.5906,13.9955,56547.35762,0.512,7.0061E-07,bn130912358
GRB220501828,85.577,14.033,59700.82767,51.201,0.000003307,bn220501828
GRB121104627,72.14,14.08,56235.62657,59.137,4.4463E-06,bn121104627
GRB121102064,258.47,14.09,56233.06444,2.048,5.6716E-07,bn121102064
GRB210512789,137.93,14.16,59346.78893,0.832,1.9063E-07,bn210512789
GRB230817502,325.85,14.16,60173.50204,45.313,0.000021388,bn230817502
GRB240702885,341.98,14.18,60493.88531,21.248,4.5413E-06,bn240702885
GRB081009690,64.6,14.2,54748.69002,34.560,7.9993E-06,bn081009690
GRB090925389,333.21,14.27,55099.38928,25.472,8.9051E-06,bn090925389
GRB170722525,50.04,14.29,57956.52516,37.376,3.4625E-06,bn170722525
GRB210610827,243.918,14.3977,59375.82714,55.041,0.00011042,bn210610827
GRB090626707,136.44,14.44,55008.70747,,,bn090626707
GRB100116897,305.02,14.45,55212.89653,102.530,0.000033393,bn100116897
GRB150716552,286.64,14.46,57219.55184,32.768,1.0851E-06,bn150716552
GRB210610628,204.282,14.4652,59375.62758,8.192,1.2845E-06,bn210610628
GRB111228453,330.65,14.47,55923.45336,2.944,2.7472E-06,bn111228453
GRB170206453,212.79,14.48,57790.45275,1.168,0.000010153,bn170206453
GRB121012724,33.42,14.58,56212.7238,0.448,1.2729E-06,bn121012724
GRB170530581,117.24,14.58,57903.5807,19.456,3.4046E-06,bn170530581
GRB140828288,142.011,14.59,56897.28764,23.552,3.7583E-06,bn140828288
GRB201019484,163.42,14.62,59141.48359,13.568,3.1099E-06,bn201019484
GRB130216927,67.9,14.67,56339.92733,6.592,5.9199E-06,bn130216927
GRB150605782,217.86,14.71,57178.78216,0.176,7.6057E-08,bn150605782
GRB100621529,160.86,14.72,55368.52936,1.024,1.3749E-07,bn100621529
GRB190831332,65.63,14.89,58726.33161,40.961,3.6175E-06,bn190831332
GRB210725048,339.03,14.92,59420.04756,6.976,2.9676E-06,bn210725048
GRB160711968,15.08,14.94,57580.96767,25.344,8.9456E-07,bn160711968
GRB130720116,243.5,14.97,56493.11575,48.640,4.2429E-06,bn130720116
GRB221023862,230.3,15.01,59875.86221,39.169,0.00034068,bn221023862
GRB100225249,352.85,15.03,55252.24937,32.000,5.9595E-07,bn100225249
GRB210326057,58.01,15.06,59299.05723,0.576,1.5879E-07,bn210326057
GRB191001279,305.199,15.0843,58757.27906,24.000,4.5795E-06,bn191001279
GRB140122597,56.08,15.09,56679.59708,3.584,9.0539E-07,bn140122597
GRB180612785,15.52,15.11,58281.78481,101.122,0.000015536,bn180612785
GRB190724031,170.35,15.15,58688.03052,0.080,3.6815E-07,bn190724031
GRB190325999,292.42,15.27,58567.99927,316.933,0.000015435,bn190325999
GRB191017957,134.55,15.33,58773.95718,3.136,3.2389E-07,bn191017957
GRB140729026,193.95,15.35,56867.02562,55.553,8.0522E-06,bn140729026
GRB210120299,163.178,15.399,59234.29913,22.205,3.4761E-06,bn210120299
GRB110825102,44.896,15.407,55798.10198,62.465,0.000046129,bn110825102
GRB221022955,167.43,15.41,59874.95543,31.744,0.000076214,bn221022955
GRB101015558,73.16,15.46,55484.55836,508.168,0.000027569,bn101015558
GRB090915650,238.02,15.4878,55089.64972,76.609,2.9873E-06,bn090915650
GRB160131174,113.03,15.49,57418.17357,205.315,0.000011794,bn160131174
GRB180816930,212.28,15.49,58346.93047,19.456,1.9463E-06,bn180816930
GRB220617772,156.96,15.53,59747.77168,0.704,6.5653E-07,bn220617772
